// overflow areas start at 449000, with 100 lines for each scenario starting at 
// 449000 + (scenarioNo - 1) * 100

//
// Scenario One
//

445351 "1. 在战斗开始之前尽可能多地完成更多目标，为自己争取最大胜算。\n\n2. 如果找到雇佣兵 (绿色)，可以选择其营地的主帐篷来招募单位。仅当你的单位在帐篷旁边时，才能选择这些帐篷。\n\n3. 与阿尔塔弗涅斯一样，地米斯托克利也可以获得光环效果。由于地米斯托克利会在以后的剧本中在海上作战，因此他的光环效果可以同时影响陆地和海上单位。找到女祭司，即可在本剧本中获得第一个光环效果！\n\n4. 与光环一样，在本剧本中选择的护卫也会在以后的剧本中持续生效。在后续的剧本中，你可以在堡垒招募你选择的护卫。\n\n 5. 雅典人和斯巴达人可以使用希腊步兵，这个步兵单位在与其他希腊步兵一同战斗时表现得更强悍。\n\n 6. 雅典将军是能增强附近士兵实力的独特单位。"
445352 "经济政策"
445353 "制定<b>经济政策<b> (<cost>)\n村民的工作速度加快。"
445354 "海军政策"
445355 "制定<b>海军政策<b> (<cost>)\n弓兵和军舰的训练速度加快，黄金成本降低 15%。"
445356 "军事政策"
445357 "制定<b>军事政策<b> (<cost>)\n近战单位的训练速度加快，杀死单位可获得黄金。"
445358 "- 经济政策已制定 -"
445359 "- 海军政策已制定 -"
445360 "- 军事政策已制定 -"
445361 "雅典人可以在城镇中心实施不同的政策。你可以根据需要随时切换政策。"
445362 "普拉提亚希腊步兵"
445363 "<b>地米斯托克利<b> \n<hp> <attack> <armor> <piercearmor> \n迅捷光环 I：使附近骑兵的攻击力 +4，使附近骑射手的攻击力 +2"
445364 "<b>地米斯托克利<b> \n<hp> <attack> <armor> <piercearmor> \n无畏光环 I：使附近步兵的攻击力 +4"
445365 "<b>地米斯托克利<b> \n<hp> <attack> <armor> <piercearmor> \n幻视光环 I：使附近弓兵的攻击力 +2"
445366 "<b>地米斯托克利<b> \n<hp> <attack> <armor> <piercearmor> \n迅捷光环 II：使附近骑兵的攻击力 +4、护甲 +2，使骑射手的攻击力 +2、护甲+1"
445367 "<b>地米斯托克利<b> \n<hp> <attack> <armor> <piercearmor> \n无畏光环 II：使附近步兵的攻击力 +4、护甲 +2"
445368 "<b>地米斯托克利<b> \n<hp> <attack> <armor> <piercearmor> \n幻视光环 II：使附近弓兵的攻击力 +2、护甲 +2"
445369 "<b>地米斯托克利<b> \n<hp> <attack> <armor> <piercearmor> \n迅捷光环 I：使附近骑兵的攻击力 +4，使附近骑射手的攻击力 +2 \n无畏光环 I：使附近步兵的攻击力 +4"
445370 "<b>地米斯托克利<b> \n<hp> <attack> <armor> <piercearmor> \n迅捷光环 I：使附近骑兵的攻击力 +4，使附近骑射手的攻击力 +2 \n幻视光环 I：使附近弓兵的攻击力 +2"
445371 "<b>地米斯托克利<b> \n<hp> <attack> <armor> <piercearmor> \n无畏光环 I：使附近步兵的攻击力 +4 \n幻视光环 I：使弓兵的攻击力 +2"
445372 "<b>地米斯托克利<b> \n<hp> <attack> <armor> <piercearmor> \n迅捷光环 III：使附近骑兵的攻击力 +4、护甲 +2、恢复 +40、攻击速度加快；使附近骑射手的攻击力 +2、护甲 +1、恢复 +20、攻击速度轻微加快"
445373 "<b>地米斯托克利<b> \n<hp> <attack> <armor> <piercearmor> \n无畏光环 III：使附近步兵的攻击力 +4、护甲 +2、恢复 +40、攻击速度加快"
445374 "<b>地米斯托克利<b> \n<hp> <attack> <armor> <piercearmor> \n幻视光环 III：使附近弓兵的攻击力 +2、护甲 +2、恢复 +40、攻击速度加快"
445375 "<b>地米斯托克利<b> \n<hp> <attack> <armor> <piercearmor> \n迅捷光环 II：使附近骑兵的攻击力 +4、护甲 +2，使骑射手的攻击力 +2、护甲 +1 \n无畏光环 I：使附近步兵的攻击力 +4"
445376 "<b>地米斯托克利<b> \n<hp> <attack> <armor> <piercearmor> \n迅捷光环 II：使附近骑兵的攻击力 +4、护甲 +2，使骑射手的护甲 +1 \n幻视光环 I：使附近弓兵的攻击力 +2"
445377 "<b>地米斯托克利<b> \n<hp> <attack> <armor> <piercearmor> \n无畏光环 II：使附近步兵的攻击力 +4、护甲 +2 \n迅捷光环 I：使附近骑兵的攻击力 +4，使骑射手的攻击力 +2"
445378 "<b>地米斯托克利<b> \n<hp> <attack> <armor> <piercearmor> \n无畏光环 II：使附近步兵的攻击力 +4、护甲 +2 \n幻视光环 I：使附近弓兵的攻击力 +2"
445379 "<b>地米斯托克利<b> \n<hp> <attack> <armor> <piercearmor> \n幻视光环 II：使附近弓兵的攻击力 +2、护甲 +2 \n迅捷光环 I：使附近骑兵的攻击力 +4，使骑射手的攻击力 +2"
445380 "<b>地米斯托克利<b> \n<hp> <attack> <armor> <piercearmor> \n幻视光环 II：使附近弓兵的攻击力 +2、护甲 +2 \n无畏光环 I：使附近步兵的攻击力 +4"
445381 "<b>地米斯托克利、战船<b> \n<hp> <attack> <armor> <piercearmor> \n无畏光环 I：使附近冲击船的攻击力 +4"
445382 "<b>地米斯托克利、战船<b> \n<hp> <attack> <armor> <piercearmor> \n幻视光环 I：使附近侦察船的攻击力 +4"
445383 "<b>地米斯托克利、战船<b> \n<hp> <attack> <armor> <piercearmor> \n迅捷光环 I：使附近箭船的攻击力 +2"
445384 "<b>地米斯托克利、战船<b> \n<hp> <attack> <armor> <piercearmor> \n无畏光环 II：使附近冲击船的攻击力 +4、护甲 +2"
445385 "<b>地米斯托克利、战船<b> \n<hp> <attack> <armor> <piercearmor> \n幻视光环 II：使附近侦察船的攻击力 +4、护甲 +2"
445386 "<b>地米斯托克利、战船<b> \n<hp> <attack> <armor> <piercearmor> \n迅捷光环 II：使附近箭船的攻击力 +2、护甲 +2"
445387 "<b>地米斯托克利、战船<b> \n<hp> <attack> <armor> <piercearmor> \n无畏光环 I：使附近冲击船的攻击力 +4 \n幻视光环 I：使附近侦察船的攻击力 +4"
445388 "<b>地米斯托克利、战船<b> \n<hp> <attack> <armor> <piercearmor> \n无畏光环 I：使附近冲击船的攻击力 +4 \n迅捷光环：使附近箭船的攻击力 +2"
445389 "<b>地米斯托克利、战船<b> \n<hp> <attack> <armor> <piercearmor> \n幻视光环 I：使附近侦察船的攻击力 +4 \n迅捷光环 I：使附近箭船的攻击力 +2"
445390 "<b>地米斯托克利、战船<b> \n<hp> <attack> <armor> <piercearmor> \n无畏光环 III：使附近冲击船的攻击力 +4、护甲 +2、恢复 +40、攻击速度加快"
445391 "<b>地米斯托克利、战船<b> \n<hp> <attack> <armor> <piercearmor> \n幻视光环 III：使附近侦察船的攻击力 +4、护甲 +2、恢复 +40、攻击速度加快"
445392 "<b>地米斯托克利、战船<b> \n<hp> <attack> <armor> <piercearmor> \n迅捷光环 III：使附近箭船的攻击力 +2、护甲 +2、恢复 +40、攻击速度加快"
445393 "<b>地米斯托克利、战船<b> \n<hp> <attack> <armor> <piercearmor> \n无畏光环 II：使附近冲击船的攻击力 +4、护甲 +2 \n幻视光环 I：使附近侦察船的攻击力 +4"
445394 "<b>地米斯托克利、战船<b> \n<hp> <attack> <armor> <piercearmor> \n无畏光环 II：使附近冲击船的攻击力 +4、护甲 +2 \n迅捷光环 I：使附近箭船的攻击力 +2"
445395 "<b>地米斯托克利、战船<b> \n<hp> <attack> <armor> <piercearmor> \n幻视光环 II：使附近侦察船的攻击力 +4、护甲 +2 \n无畏光环 I：使附近冲击船的攻击力 +4"
445396 "<b>地米斯托克利、战船<b> \n<hp> <attack> <armor> <piercearmor> \n幻视光环 II：使附近侦察船的攻击力 +4、护甲 +2 \n迅捷光环 I：使附近箭船的攻击力 +2"
445397 "<b>地米斯托克利、战船<b> \n<hp> <attack> <armor> <piercearmor> \n迅捷光环：使附近箭船的攻击力 +2、护甲 +2 \n无畏光环 I：使附近冲击船的攻击力 +4"
445398 "<b>地米斯托克利、战船<b> \n<hp> <attack> <armor> <piercearmor> \n迅捷光环：使附近箭船的攻击力 +2、护甲 +2 \n幻视光环 I：使附近侦察船的攻击力 +4"
445399 "<b>墨兰提俄斯<b> \n<hp> <attack> <armor> <piercearmor>"

// overflow eight
449700 "<BLUE>费迪皮迪兹在 %d 之后开始奔跑"
449701 "<b>地米斯托克利<b> \n<hp> <attack> <armor> <piercearmor> \n迅捷光环 I：使附近骑兵的攻击力 +4 \n无畏光环 I：使附近步兵的攻击力 +4 \n幻视光环 I：使附近弓兵的攻击力 +2"
449702 "<b>地米斯托克利、战船<b> \n<hp> <attack> <armor> <piercearmor> \n无畏光环 I：使附近冲击船的攻击力 +4 \n幻视光环 I：使附近侦察船的攻击力 +4 \n迅捷光环 I：使附近箭船的攻击力 +2"
449703 "<b>费迪皮迪兹<b> \n<hp> <attack> <armor> <piercearmor>"
449704 "<b>无法无天的恶棍<b> \n<hp> <attack> <armor> <piercearmor>"
449705 "烽火"
449706 "<b>烽火<b> (<cost>)\n指挥波斯军队的信号火堆。\n<hp> <attack> <armor> <piercearmor> "
449707 "<b>烽火<b> (<cost>)\n误导波斯军队的假信号火堆。\n<hp> <attack> <armor> <piercearmor> "

//
//Scenario Nine
//

445400 "<AQUA>城市传令官：根据议会颁布的法令，在安特斯特里昂月的第一天将会举行会议，按照陶片放逐制讨论要放逐谁。女人、奴隶和客籍民不得参加。严禁恐吓、贿赂和在公共场所大小便。"
445401 "<AQUA>阿里司提戴斯：地米斯托克利，人们永远都不会支持你和你那疯狂的欲望，把银子浪费在造船上。他们看得到，知道不公不义之人是什么样的。"
445402 "<BLUE>地米斯托克利：这些蠢货不会相信波斯人会再回来...我必须另外再找一个让他们感到害怕的敌人，要不索性就谣传阿里司提戴斯就是那个新的敌人吧。"
445403 "<BLUE>地米斯托克利：德米特里奥斯，听说你最近在经济上遇到了一些困难。我倒是有个提议：你作证声称阿里司提戴斯与波斯人勾结，等到我选上执政官后，我肯定会还你这份人情。"
445404 "<YELLOW>德米特里奥斯：一言为定！你最好能信守诺言，你这只老狐狸。"
445405 "<BLUE>地米斯托克利：计划是这样的：我们升起厄基那人的船帆，驶向比雷埃夫斯，假装袭击我们自己的港口。人民需要看到一个弱不禁风的雅典。"
445406 "<BLUE>地米斯托克利：这个计划应该可行。雅典娜，请原谅我！这么做都是为了这座城市。"
445407 "<AQUA>城市传令官：正在进行投票，请全体正直的市民们集合！"
445408 "<AQUA>阿里司提戴斯：雅典的市民们，请听我说。地米斯托克利是一个偏执的空想家，他只会挥霍大家的钱造船与已经被我们打败的波斯人打仗！他压根没有把大家取得的伟大胜利放在眼里，还妄想成为一名海军统帅！"
445409 "<BLUE>地米斯托克利：市民朋友们，只要顺着比雷埃夫斯向远处眺望，你们就会明白我们为什么需要一支舰队：厄基那岛上到处都是海盗和小偷！而这个声称自己是“正义化身”的男人阿里司提戴斯，正是波斯国王派来的特务！"
445410 "<AQUA>城市传令官：肃静！计票已经结束。利西马科斯之子阿里司提戴斯，雅典城在此将你放逐。请离开这座城市，十年之后才能回来，否则就留下你的性命。"
445411 "<BLUE>地米斯托克利：雅典市民们，你们做出了明智的选择。现在，去建立一支舰队，肃清肆虐塞隆尼克湾的厄基那海盗。"
445412 "<BLUE>地米斯托克利：厄基那由一群因商从政的商人所统治，个个都是骁勇的水手，其中最可怕的莫过于克里奥斯之子——波律克利托斯。如果我们能抓住他，他的那群富豪同伴们就会失去主心骨。"
445413 "<AQUA>墨兰提俄斯：地米斯托克利，那个什么陶片放逐制还真是好用，不是吗？以狄俄尼索斯之名起誓，我再也不想听到自称“正义化身”的阿里司提戴斯的消息了…不管怎么说，小小礼物，不成敬意，感谢你帮助我对付这些雇佣兵。"
445414 "<YELLOW>德米特里奥斯：地米斯托克利，你该还我的人情了。否则，我就把我们之间的小秘密公之于众。"
445415 "<BLUE>地米斯托克利：如果非得用黄金才能堵住你的嘴，那就随你便吧。"
445416 "<YELLOW>德米特里奥斯：雅典市民们，执政官地米斯托克利欺骗了你们！他给我钱，让我诽谤阿里司提戴斯。最可恶的是，他连一分钱都没付给我！"
445417 "<BLUE>地米斯托克利：兄弟们，抓紧船桨！波律克利托斯和他像鸟喙一样锋利的三列桨座战船就在这片水域游荡。"
445418 "<PURPLE>波律克利托斯：地米斯托克利，你发动战争就是为了达到你的政治目的，对吧？看我不让你沉入这片海湾的水底，我们再来听听你能吐出什么诽谤之词！"
445419 "<BLUE>地米斯托克利：先别急着说狠话，波律克利托斯。把他从水里捞出来，兄弟们。他们投降后，厄基那人会把他带回来。"
445420 "<PURPLE>波律克利托斯：够了！说说你们的条件吧，雅典人。"
445421 "<BLUE>地米斯托克利：波斯人给特纳斯造成了重创。它临山而建的几座城市看起来有可能会滑入海中。"
445422 "<BLUE>地米斯托克利：波斯人在安德罗斯岛上肆意屠杀。"
445423 "<BLUE>地米斯托克利：凯阿岛因抵抗波斯人而付出了惨痛的代价。至少他们已经修好了供奉雅典娜的圣殿。"
445424 "<BLUE>地米斯托克利：特纳斯只是看了一眼波斯舰队，就将土地和淡水拱手相让。真是一群懦夫。"
445425 "<BLUE>地米斯托克利：密切关注安德罗斯人的动向，他们曾经将土地和淡水献给波斯国王，我敢打赌他们还会这么做。"
445426 "<BLUE>地米斯托克利：懦弱的凯阿岛对波斯舰队全无抵抗之意，就将土地和淡水拱手相让。 "
445427 "<BLUE>地米斯托克利：我听说基斯诺斯岛上的破坏都是拜一名卡里亚女战士所赐。"
445428 "<BLUE>地米斯托克利：摧毁海盗造船厂将有助于平定这片水域并训练我们的船员。"
445429 "<BLUE>地米斯托克利：厄基那人在攻打劳里昂！我是对的，市民们！如果我们自己没有船只，只能任由这群贪婪的海盗们摆布。"
445430 "<BLUE>地米斯托克利：谢天谢地！劳里昂算是拿下了，可谁知道这些混蛋接下来会从哪里冒出来发动袭击，尤其是他们现在口袋里装满了我们的银子…"
445431 "<BLUE>地米斯托克利：虽然阿提卡为我们提供了银子，但它的其他资源却算不上丰富。也许我们可以在别处找到更好的造船材料。"
445432 "<BLUE>地米斯托克利：埃及亚麻，这种材料可以制作耐用的船帆。"
445433 "<BLUE>地米斯托克利：伊比利亚出产的铜，可以用来增强我们的攻城槌！"
445434 "<BLUE>地米斯托克利：这颗色雷斯的松树可以让我们的船更坚固、更轻便。"
445435 "<BLUE>地米斯托克利：黎巴嫩雪松！发现了好材料。"
445436 "<BLUE>地米斯托克利：船长们会喜欢我们编的这些细麻绳。"
445437 "<BLUE>地米斯托克利：舰队初见轮廓。"
445438 "<BLUE>地米斯托克利：舰队即将整装待发。"
445439 "<BLUE>地米斯托克利：腓尼基人是波斯大王贪婪的臣民，在爱琴海上自由穿梭已经太久了。如今，我们已经有了船只，应该去袭击他们那些富有的商船。"
445440 "<BLUE>地米斯托克利：宙斯在上，腓尼基船上的财富…就连财富之神普路托斯看到也会心生嫉妒！ "
445441 "<BLUE>地米斯托克利：兄弟们，把这些有钱的腓尼基人给我抢个精光。"
445442 "<BLUE>地米斯托克利：腓尼基人，这片水域现在归我们统治。"
445443 "<BLUE>地米斯托克利：拿上黄金、船帆，还有那些用色雷斯冷杉做成的精致船桨。"
445444 "<BLUE>地米斯托克利：我们应该试着和科林斯签订条约，虽然他们可能并不喜欢我们，但在科林斯凡事都有个价码…"
445445 "<BLUE>地米斯托克利：科林斯人似乎对条约内容颇为满意，一群吝啬的无耻之徒…"
445446 "<RED>埃雷特里亚的执政官：天啊…先是达提斯带领他手下的波斯人摧毁了我们的城市，然后海盗又来劫掠我们手无寸铁的百姓。雅典市民们，如果你们加强在埃维亚海湾一侧的防御，就一定会震慑到我们的敌人。"
